Symbol,Period Ended,Quarter,Total Income,Total Expenses,Net Profit Loss from the Period,EPS,Price to earnings ratio,Number of shares,Market Cap,Price to sales ratio,Earnings Growth,PROJECTED EARNINGS GROWTH (PEG),Share Price,Share price change,Classification
HDFCBANK,31-Dec-12,Third Quarter,1050651,748288,185907,7.8,39.9,2356543116,7.33333E+11,697979.44,20,1.99,311.190063,7.86,Bad
HDFCBANK,31-Mar-13,Fourth Quarter,1112754,816482,188984,7.9,36.3,2378501205,6.82085E+11,612969.98,1.28,28.31,286.770844,-7.85,Bad
HDFCBANK,30-Jun-13,First Quarter,1158856,828245,184386,7.7,39.87,2386154864,7.3259E+11,632166.58,-2.53,-15.75,307.016968,7.06,Bad
HDFCBANK,30-Sep-13,Second Quarter,1193769,855102,198232,8.2,33.72,2389791998,6.60874E+11,553603.08,6.49,5.19,276.540466,-9.93,Bad
HDFCBANK,31-Dec-13,Third Quarter,1273895,885098,232570,9.7,32.01,2395311423,7.43714E+11,583810.73,18.29,1.75,310.487213,12.28,Good
HDFCBANK,31-Mar-14,Fourth Quarter,1278998,901064,232652,9.6,36.37,2398724632,8.37555E+11,654852.72,-1.03,-35.28,349.166931,12.46,Good
HDFCBANK,30-Jun-14,First Quarter,1307065,922688,223304,9.2,41.64,2409050410,9.22884E+11,706073.7,-4.17,-9.99,383.090454,9.72,Bad
HDFCBANK,30-Sep-14,Second Quarter,1389473,983454,238146,9.8,42.23,2416008908,9.99892E+11,719619.43,6.52,6.48,413.860962,8.03,Bad
HDFCBANK,31-Dec-14,Third Quarter,1493074,1015218,279451,11.4,39.59,2417111809,1.09085E+12,730607.52,16.33,2.42,451.303528,9.05,Bad
HDFCBANK,31-Mar-15,Fourth Quarter,1557013,1084818,280691,11.3,42.92,2507380865,1.21614E+12,781071.21,-0.88,-48.93,485.023254,7.47,Bad
HDFCBANK,30-Jun-15,First Quarter,1650297,1165308,269572,10.6,47.75,2510512904,1.27058E+12,769910.24,-6.19,-7.71,506.103973,4.35,Bad
HDFCBANK,30-Sep-15,Second Quarter,1732428,1228139,286945,11.3,45.54,2519103466,1.29624E+12,748221.67,6.6,6.9,514.564087,1.67,Bad
HDFCBANK,31-Dec-15,Third Quarter,1828331,1254745,335684,13.1,39.77,2519103466,1.31243E+12,717830.04,15.93,2.5,520.991272,1.25,Bad
HDFCBANK,31-Mar-16,Fourth Quarter,1886261,1312770,337422,13.2,39.07,2519103466,1.29909E+12,688711.85,0.76,51.18,515.695496,-1.02,Bad
HDFCBANK,30-Jun-16,First Quarter,1932263,1350344,323891,12.6,44.95,2519103466,1.4268E+12,738407.75,-4.55,-9.89,566.391174,9.83,Bad
HDFCBANK,30-Sep-16,Second Quarter,1997089,1394634,345533,13.4,46.49,2519103466,1.56926E+12,785774.85,6.35,7.32,622.944763,9.98,Bad
HDFCBANK,31-Dec-16,Third Quarter,2074827,1413902,386533,15.2,76.27,2519103466,2.92055E+12,1407612.62,13.43,5.68,1159.361938,86.11,Good
HDFCBANK,31-Mar-17,Fourth Quarter,2156066,1428126,399009,15.4,45.84,2519103466,1.77848E+12,824873.12,1.32,34.84,705.997559,-39.1,Bad
HDFCBANK,30-Jun-17,First Quarter,2218538,1466544,389384,15,53.9,2519103466,2.03677E+12,918067.54,-2.6,-20.75,808.528809,14.52,Good
HDFCBANK,30-Sep-17,Second Quarter,2327618,1545826,415103,15.9,55.95,2519103466,2.24099E+12,962782.98,6,9.32,889.598633,10.03,Good
HDFCBANK,31-Dec-17,Third Quarter,2445044,1599915,464260,17.7,52.12,2519103466,2.32377E+12,950400.17,11.32,4.6,922.459229,3.69,Bad
HDFCBANK,31-Mar-18,Fourth Quarter,2554966,1671400,479928,18.3,50.78,2519103466,2.34077E+12,916165.87,3.39,14.98,929.208618,0.73,Bad
HDFCBANK,30-Jun-18,First Quarter,2636704,1771929,460144,17.5,59.74,2519103466,2.63342E+12,998756.05,-4.37,-13.66,1045.38147,12.5,Good
HDFCBANK,30-Sep-18,Second Quarter,2821515,1873520,500573,18.5,53.76,2519103466,2.50555E+12,888016.68,5.71,9.41,994.620667,-4.86,Bad
HDFCBANK,31-Dec-18,Third Quarter,3081127,2003285,558585,20.4,51.57,2519103466,2.64999E+12,860070.3,10.27,5.02,1051.955933,5.76,Bad
HDFCBANK,31-Mar-19,Fourth Quarter,3120446,2036086,588512,21.4,53.73,2519103466,2.89629E+12,928164.32,4.9,10.96,1149.729126,9.29,Bad
HDFCBANK,30-Jun-19,First Quarter,3236184,2121460,556816,20.2,59.98,2519103466,3.05224E+12,943159.01,-5.61,-10.7,1211.635864,5.38,Bad
HDFCBANK,30-Sep-19,Second Quarter,3375500,2205692,634499,11.5,106.73,2519103466,3.09207E+12,916034.2,-43.07,-2.48,1227.449951,1.31,Bad
HDFCBANK,31-Dec-19,Third Quarter,3603900,2309359,741648,13.4,94.93,2519103466,3.20455E+12,889189.89,16.52,5.75,1272.099976,3.64,Bad
HDFCBANK,31-Mar-20,Fourth Quarter,3591763,2295881,692769,12.6,68.4,2519103466,2.17122E+12,604498.5,-5.97,-11.46,861.900024,-32.25,Bad
HEROMOTOCO,30-Sep-07,Second Quarter,239136,209908,20433,10.23,48.08,199672957,98214379708,410705.12,7.57,6.35,491.876221,10.57,Good
HEROMOTOCO,31-Dec-07,Third Quarter,279517,240127,27501,13.77,33.31,199676887,91575185430,327619.38,34.6,0.96,458.616852,-6.76,Bad
HEROMOTOCO,31-Mar-08,Fourth Quarter,284379,242029,29870,14.96,30.58,199678497,91339231955,321188.39,8.64,3.54,457.431488,-0.26,Bad
HEROMOTOCO,30-Jun-08,First Quarter,289025,254469,27287,13.66,33.38,199678497,91043346162,315001.63,-8.69,-3.84,455.949677,-0.32,Bad
HEROMOTOCO,30-Sep-08,Second Quarter,40955,281380,30630,15.34,37.45,199678497,1.14715E+11,2800998.22,12.3,3.05,574.497925,26,Good
HEROMOTOCO,31-Dec-08,Third Quarter,40536,251174,30042,15.04,35.99,199678497,1.0807E+11,2666024.72,-1.96,-18.4,541.21991,-5.79,Bad
HEROMOTOCO,31-Mar-09,Fourth Quarter,40971,291779,40217,20.14,35.82,199678497,1.44042E+11,3515699.76,33.91,1.06,721.368286,33.29,Good
HEROMOTOCO,30-Jun-09,First Quarter,41133,321790,50011,25.04,37.59,199682937,1.87945E+11,4569200.46,24.33,1.54,941.216736,30.48,Good
HEROMOTOCO,30-Sep-09,Second Quarter,42020,336561,59714,29.9,38.19,199685158,2.28001E+11,5426019.21,19.41,1.97,1141.804077,21.31,Good
HEROMOTOCO,31-Dec-09,Third Quarter,41439,321300,53577,26.83,43.71,199685158,2.34177E+11,5651129.64,-10.27,-4.26,1172.731934,2.71,Bad
HEROMOTOCO,31-Mar-10,Fourth Quarter,43239,345924,59881,29.99,44.27,199685158,2.65084E+11,6130659.41,11.78,3.76,1327.50769,13.2,Good
HEROMOTOCO,30-Jun-10,First Quarter,43559,374235,49169,24.62,59.07,199681963,2.90416E+11,6667189.02,-17.91,-3.3,1454.393188,9.56,Bad
HEROMOTOCO,30-Sep-10,Second Quarter,44517,400476,50560,25.32,52.99,199681963,2.67903E+11,6017995.17,2.84,18.64,1341.648926,-7.75,Bad
HEROMOTOCO,31-Dec-10,Third Quarter,44890,464104,42900,21.48,66.84,199681963,2.86669E+11,6386039.1,-15.17,-4.41,1435.629395,7,Bad
HEROMOTOCO,31-Mar-11,Fourth Quarter,44632,479839,50161,25.12,45.69,189280485,2.17243E+11,4867427.55,16.95,2.7,1147.730713,-20.05,Bad
HEROMOTOCO,30-Jun-11,First Quarter,45293,510536,55789,27.94,50.52,199681963,2.81838E+11,6222540.2,11.23,4.5,1411.432007,22.98,Good
HEROMOTOCO,30-Sep-11,Second Quarter,45316,518910,60362,30.23,49.17,199681963,2.96816E+11,6549912.39,8.2,6,1486.442871,5.31,Bad
HEROMOTOCO,31-Dec-11,Third Quarter,45698,538711,61303,30.7,47.51,199681963,2.91221E+11,6372732.99,1.55,30.56,1458.424927,-1.88,Bad
HEROMOTOCO,31-Mar-12,Fourth Quarter,48238,539009,60359,30.22,52.06,199681963,3.14165E+11,6512820.66,-1.56,-33.3,1573.329102,7.88,Bad
HEROMOTOCO,30-Jun-12,First Quarter,624728,561390,61546,30.82,53.39,199681963,3.28557E+11,525920.35,1.99,26.89,1645.402344,4.58,Bad
HEROMOTOCO,30-Sep-12,Second Quarter,518746,475778,44058,22.06,66.77,199681963,2.94111E+11,566965.63,-28.42,-2.35,1472.897949,-10.48,Bad
HEROMOTOCO,31-Dec-12,Third Quarter,618762,569220,48789,24.43,60.94,199681963,2.97286E+11,480453.5,10.74,5.67,1488.799316,1.08,Bad
HEROMOTOCO,31-Mar-13,Fourth Quarter,614575,556150,57423,28.75,42.01,199681963,2.41195E+11,392458.59,17.68,2.38,1207.896973,-18.87,Bad
HEROMOTOCO,30-Jun-13,First Quarter,615952,551868,54858,27.47,47.42,199681963,2.6013E+11,422321.07,-4.45,-10.65,1302.719116,7.85,Bad
HEROMOTOCO,30-Sep-13,Second Quarter,572621,518042,48141,24.11,65.28,199692107,3.14297E+11,548874.55,-12.23,-5.34,1573.908447,20.82,Good
HEROMOTOCO,31-Dec-13,Third Quarter,687678,625205,52466,26.27,63.77,199692107,3.34547E+11,486487.72,8.96,7.12,1675.313599,6.44,Bad
HEROMOTOCO,31-Mar-14,Fourth Quarter,651296,589163,55443,27.76,66.15,199692107,3.66707E+11,563042.09,5.67,11.66,1836.362305,9.61,Bad
HEROMOTOCO,30-Jun-14,First Quarter,703684,638116,56276,28.18,78.04,199692107,4.39152E+11,624075.86,1.51,51.58,2199.146484,19.76,Good
HEROMOTOCO,30-Sep-14,Second Quarter,691534,605548,76337,38.23,62.16,199692107,4.74579E+11,686269.83,35.66,1.74,2376.553223,8.07,Bad
HEROMOTOCO,31-Dec-14,Third Quarter,683925,610121,58298,29.19,89.08,199692107,5.1922E+11,759176.39,-23.65,-3.77,2600.101318,9.41,Bad
HEROMOTOCO,30-Jun-15,First Quarter,695526,601037,75034,37.57,56.22,199696172,4.21766E+11,606398.01,28.71,1.96,2112.036377,-18.77,Bad
HEROMOTOCO,30-Sep-15,Second Quarter,683709,586272,77206,38.66,52.42,199696172,4.04707E+11,591928.85,2.9,18.07,2026.614136,-4.04,Bad
HEROMOTOCO,31-Dec-15,Third Quarter,729478,626879,79581,39.85,57.22,199696172,4.55344E+11,624205.3,3.08,18.59,2280.184082,12.51,Good
HEROMOTOCO,31-Mar-16,Fourth Quarter,751217,645181,81416,40.77,61.15,199696172,4.97868E+11,662748.91,2.31,26.49,2493.128662,9.34,Bad
HEROMOTOCO,30-Jun-16,First Quarter,801066,689582,88310,44.22,61.7,199696172,5.44871E+11,680182.96,8.46,7.29,2728.502197,9.44,Bad
HEROMOTOCO,30-Sep-16,Second Quarter,844874,719912,100422,50.29,58.27,199696172,5.85236E+11,692690.68,13.73,4.25,2930.633789,7.41,Bad
HEROMOTOCO,31-Dec-16,Third Quarter,636460,540971,77205,38.66,68.2,199696172,5.26489E+11,827213.92,-23.13,-2.95,2636.447998,-10.04,Bad
HEROMOTOCO,31-Mar-17,Fourth Quarter,760631,666730,71775,35.94,77.65,199696172,5.57331E+11,732721.72,-7.04,-11.04,2790.894043,5.86,Bad
HEROMOTOCO,30-Jun-17,First Quarter,861291,745153,91404,45.77,71.2,199696172,6.50781E+11,755587.9,27.35,2.6,3258.855957,16.77,Good
HEROMOTOCO,30-Sep-17,Second Quarter,836199,704388,101049,50.6,66.21,199696172,6.69052E+11,800111.14,10.55,6.27,3350.350342,2.81,Bad
